Mods count: 199
 
                                   jar name                                    |    notes     |                mod id                |                 mod name                  |         mod version          |                                                                                                                                                                                                                                        mixin configs                                                                                                                                                                                                                                         |              modrinth hash               | curseforge hash
PhilipsRuins1.20.1-5.7.jar                                                     |              | philipsruins                         | Philips Ruins                             | 5.6                          |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 2b5ca7b5adc7feb6721ce6406fcd903e4c382c38 | 2536278713     
Placebo-1.20.1-8.6.3.jar                                                       |              | placebo                              | Placebo                                   | 8.6.3                        | placebo.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                          | e85f53de2e582a79ce25ff1df1e7b5b5fc08440f | 3174429337     
player-animation-lib-forge-1.0.2-rc1+1.20.jar                                  |              | playeranimator                       | Player Animator                           | 1.0.2-rc1+1.20               | playerAnimator-common.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                            | 16808f94a41d45d8e986b4e4ea6b02ba57fa058a | 2854309810     
polymorph-forge-0.49.10+1.20.1.jar                                             |              | polymorph                            | Polymorph                                 | 0.49.10+1.20.1               | polymorph.mixins.json, polymorph-integrations.forge.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                              | e4afd6f512cc06311320357ed974cee586e031c3 | 3179981898     
    /META-INF/jarjar/spectrelib-forge-0.13.17+1.20.1.jar                       |              | spectrelib                           | SpectreLib                                | 0.13.17+1.20.1               |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
PresenceFootsteps-1.20.1-1.9.1-beta.1.jar                                      |              | presencefootsteps                    | Presence Footsteps (Forge)                | 1.20.1-1.9.1-beta.1          | presencefootsteps.mixin.json, presencefootsteps.mixin.refmap.json                                                                                                                                                                                                                                                                                                                                                                                                                            | 6ccb76043763f929a11f1857a57b41bb70ab7512 | 1633971404     
primal-1.1.6+1.20.1.jar                                                        |              | primal                               | Primal                                    | 1.1.6                        | primal.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | 2b8442238978a7d83d5a46b21342ce111db4e924 | 3912445102     
Prism-1.20.1-forge-1.0.5.jar                                                   |              | prism                                | Prism                                     | 1.0.5                        | prism.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | bcb4bbb1052f49ed4fe6e7d5d7f91f68d45c3fe3 | 1812222466     
puffish_biome_dither-1.0.0-1.19.2-forge.jar                                    |              | puffish_biome_dither                 | Pufferfish's Biome Dither                 | 1.0.0                        | puffish_biome_dither.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                             | a7b06b88bc6e4f8434435d668f48db444ee36587 | 3386814690     
PuzzlesLib-v8.1.33-1.20.1-Forge.jar                                            |              | puzzleslib                           | Puzzles Lib                               | 8.1.33                       | puzzleslib.common.mixins.json, puzzleslib.forge.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                  | 285b7c7616971338ccbe0022c9ea0f8ad3036aaf | 3151848185     
    /META-INF/jarjar/puzzlesaccessapi-forge-20.1.1.jar                         |              | puzzlesaccessapi                     | Puzzles Access Api                        | 20.1.1                       | puzzlesaccessapi.forge.mixins.json, puzzlesaccessapi.common.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                      |                                          |                
radium-mc1.20.1-0.12.4+git.26c9d8e.jar                                         |              | radium                               | Radium                                    | 0.12.4+git.26c9d8e           | lithium.mixins.json, mixins.lithium.refmap.json                                                                                                                                                                                                                                                                                                                                                                                                                                              | f5f5f792473bb7b85ec221f75c5afb3740afb13a | 1441086174     
    /META-INF/jars/NanoLiveConfig-1.2.1.jar                                    |              |                                      |                                           |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
realisticbees-1.20.1-4.2.jar                                                   |              | realisticbees                        | Realistic Bees                            | 4.2                          | realisticbees_fabric.mixins.json, realisticbees_forge.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                            | 08ddef7ff6a0934f316fbac37b2a00599c9c577c | 1086106655     
recipeessentials-1.20.1-4.0.jar                                                |              | recipeessentials                     | recipeessentials mod                      | 1.20.1-4.0                   | recipeessentials.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | 6e50995efefdef6f77f0289200a17ae4c18cde75 | 3293360904     
resourcefulconfig-forge-1.20.1-2.1.3.jar                                       |              | resourcefulconfig                    | Resourcefulconfig                         | 2.1.3                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 597d40920dcc935f963842c817dcc4901862ab14 | 2554742015     
resourcefullib-forge-1.20.1-2.1.29.jar                                         |              | resourcefullib                       | Resourceful Lib                           | 2.1.29                       |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 6fc590a7c56a720fec57e290cbb0a106efbb3ffa | 4227743239     
    /META-INF/jars/yabn-1.0.3.jar                                              |              | com_teamresourceful_yabn             | yabn                                      | 1.0.3                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jars/bytecodecs-1.0.2.jar                                        |              | com_teamresourceful_bytecodecs       | bytecodecs                                | 1.0.2                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
rhino-forge-2001.2.3-build.10.jar                                              |              | rhino                                | Rhino                                     | 2001.2.3-build.10            | rhino-common.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                     | c83c9b719a6bab33fbd2b3f2f680eb3adbfc1aa1 | 1432081092     
saintsdragons-0.8.2+forge-1.20.1-alpha.jar                                     |              | saintsdragons                        | Saint's Dragons                           | 0.8.2                        | saintsdragons.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                    | bf93d2c5be8380bd30ed7791b4d9f1a5a04125b2 | 2861149470     
Searchables-forge-1.20.1-1.0.3.jar                                             |              | searchables                          | Searchables                               | 1.0.3                        | searchables.forge.mixins.json, searchables.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                       | ed5a23ec30c90fd06b3f1d8140614028e1fafaee | 3171281796     
SereneShrubbery-Forge-1.20.1-v2.4.0.jar                                        | MCreator mod | serene_shrubbery                     | Serene Shrubbery                          | 2.4.0                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 5c6c0bfb8975b2b93887bdf3c28d7e5e7b91fd3c | 3758397571     
simplybows-forge-0.1.2.jar                                                     |              | simplybows                           | Simply Bows                               | 0.1.2                        | simplybows.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                       | aadbca589ad3dd0fefdcefa547cd8edbf7c3e0ac | 4107835338     
SimplyTooltips-forge-0.1.3.jar                                                 |              | simplytooltips                       | Simply Tooltips                           | 0.1.3                        | simplytooltips.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                   | 596efde95030834a6c863fbb475b7396d6258531 | 1799655241     
skinlayers3d-forge-1.11.2-mc1.20.1.jar                                         |              | skinlayers3d                         | 3d-Skin-Layers                            | 1.11.2                       | skinlayers3d.mixins.json, skinlayers3d.refmap.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                    | 473b49e775f4c9dd746929f20c33f8132b86f235 | 714373265      
    /META-INF/jars/TRansition-1.0.21-1.20.1-forge-SNAPSHOT.jar                 |              | transition                           | TRansition                                | 1.0.21                       | transition.mixins.json, transition.refmap.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                        |                                          |                
    /META-INF/jars/TRender-1.0.15-1.20.1-forge-SNAPSHOT.jar                    |              | trender                              | TRender                                   | 1.0.15                       | trender.mixins.json, trender.refmap.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
small_end_features-1.2.0-forge-1.20.1.jar                                      | MCreator mod | small_end_features                   | Small End Features                        | 1.2.0                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 1dfb53f341667afa1a019c665fb6e6509cc57605 | 2426974835     
smoothchunk-1.20.1-4.1.jar                                                     |              | smoothchunk                          | Smoothchunk mod                           | 1.20.1-4.1                   | smoothchunk.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | 3e142e4a2e12db1c9a3777879cc021aff49da088 | 2007224494     
sophisticatedbackpacks-1.20.1-3.24.58.1917.jar                                 |              | sophisticatedbackpacks               | Sophisticated Backpacks                   | 3.24.58.1917                 | sophisticatedbackpacks.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                           | b2ca73744ab7ad3fa35a4946256a469d34d05c7c | 3282139098     
sophisticatedcore-1.20.1-1.3.56.2042.jar                                       |              | sophisticatedcore                    | Sophisticated Core                        | 1.3.56.2042                  | sophisticatedcore.mixins.json, sophisticatedcore.create.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                          | 62698715c9f514a0f76b19fd58a55d97d04c4bb4 | 122135301      
sound-physics-remastered-forge-1.20.1-1.5.1.jar                                |              | sound_physics_remastered             | Sound Physics Remastered                  | 1.20.1-1.5.1                 | sound_physics_remastered.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                         | aef2c02392624f0a12475ada809366b12ac9ec52 | 3096934868     
starterkit-1.20.1-8.1.jar                                                      |              | starterkit                           | Starter Kit                               | 8.1                          | starterkit_forge.mixins.json, starterkit_fabric.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                  | 4eb8a9f28d32dfb678c6cfed1d992a9ededa842d | 4183598038     
Stellar View-1.20.1-0.5.2-Forge.jar                                            |              | stellarview                          | Stellar View                              | 0.5.2                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 9031d03219fa5ec6805cba418cc1b31d215a0704 | 550849047      
Stellarity-v2-0e.jar                                                           |              | mr_stellarity                        | Stellarity                                | 2.0d                         |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | d54f54446b7afaed0c7bdf9679bc376f4913d16c | 575993331      
structure_layout_optimizer-forge-1.0.11.jar                                    |              | structure_layout_optimizer           | Structure Layout Optimizer                | 1.0.11                       | structure_layout_optimizer.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                       | c2f2d42c987a611c6a14769ec02099e3439dc0f3 | 315474361      
structureessentials-1.20.1-5.0.jar                                             |              | structureessentials                  | Structure Essentials mod                  | 1.20.1-5.0                   | structureessentials.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 7eec1e4d46a731c6da0b0135915529e21621a81d | 2711624359     
structurify-forge-2.0.28+mc1.20.1.jar                                          |              | structurify                          | Structurify                               | 2.0.28                       | structurify-common.mixins.json, structurify-forge.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                | 134d36f6cbee1ddabe2c3340a82630ad56c6d0fd | 1500504520     
SubtleEffects-forge-1.20.1-1.14.3.jar                                          |              | subtle_effects                       | Subtle Effects                            | 1.14.3                       | subtle_effects.forge.mixins.json, subtle_effects.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                 | a96fc73389b3323c28d697ef6e216bc4addd3a06 | 411466114      
    /META-INF/jarjar/mixinconstraints-1.1.0.jar                                |              |                                      |                                           |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
supplementaries-1.20-3.1.43-forge.jar                                          |              | supplementaries                      | Supplementaries                           | 1.20-3.1.43                  | supplementaries-common.mixins.json, supplementaries.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                              | 326d65a29981de28016e3828370d68a8f63e1798 | 1988549846     
TerraBlender-forge-1.20.1-3.0.1.10.jar                                         |              | terrablender                         | TerraBlender                              | 3.0.1.10                     | terrablender.mixins.json, terrablender_forge.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                     | 3bd99fb59e8b06b04e78b5153790c1e08b2be5dc | 921691151      
theinkarena-1.3.1-forge-1.20.1.jar                                             | MCreator mod | theinkarena                          | The Ink Arena                             | 1.3.1                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | b6ca6809a796171e3caaa9d380ab59cf79cc2bf7 | 3980758767     
tmg-1.3.jar                                                                    |              | tmg                                  | The Merchants Guild                       | 1.3                          |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 187480779bdf04cd362594551bf25cf1a72afb3a | 4126039551     
ToastControl-1.20.1-8.0.3.jar                                                  |              | toastcontrol                         | Toast Control                             | 8.0.3                        | toastcontrol.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                     | e9ef48672f01b076ea3b8c7c5e6a139c2491a67c | 2054440897     
toofast-1.20-0.4.3.5.jar                                                       |              | toofast                              | Too Fast                                  | 0.4.3.5                      | toofast.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                          | a6163b39827b483fb2976c916d99fce6cbf247a9 | 165753123      
TravelersTitles-1.20-Forge-4.0.2.jar                                           |              | travelerstitles                      | Traveler's Titles                         | 1.20-Forge-4.0.2             | travelerstitles_forge.mixins.json, travelerstitles.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                               | 64a435eaa6e08fff5af2c720c3b6a40fe292f2f7 | 4191736142     
TreeChop-1.20.1-forge-0.19.0-fixed.jar                                         |              | treechop                             | HT's TreeChop                             | 0.19.0                       | treechop.forge.mixins.json, treechop.mixins.json, treechop.mixins.refmap.json                                                                                                                                                                                                                                                                                                                                                                                                                | ac5a20b5a2fd9ed7d6e9a0c033f53307947e5f3f | 1372756668     
trolls-0.9-forge-1.20.1.jar                                                    |              | trolls                               | trolls                                    | 0.9                          |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | a7baf01af20f44e8ba9f739c9e454b752b30e77d | 1152336610     
visual_keybinder-1.20.1 - 0.1.12.jar                                           |              | visual_keybinder                     | Raw's Visual Keybinder                    | 1.20.1 - 0.1.12              | visual_keybinder.mixins.json, mixins.visual_keybinder.refmap.json                                                                                                                                                                                                                                                                                                                                                                                                                            | 88a524a32d540e49438bab2b28d3f8188eac1fa3 | 2820780522     
VisualWorkbench-v8.0.1-1.20.1-Forge.jar                                        |              | visualworkbench                      | Visual Workbench                          | 8.0.1                        | visualworkbench.common.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                           | 563804910a7ebb1082c1eedca363b16e2c572459 | 2699356434     
waveycapes-forge-1.10.2-mc1.20.1.jar                                           |              | waveycapes                           | WaveyCapes                                | 1.10.2                       | waveycapes.mixins.json, waveycapes.refmap.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                        | a4699c46f9df6649747a41dfd7daeaaea9359fe7 | 626172720      
    /META-INF/jars/TRansition-1.0.21-1.20.1-forge-SNAPSHOT.jar                 |              | transition                           | TRansition                                | 1.0.21                       | transition.mixins.json, transition.refmap.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                        |                                          |                
    /META-INF/jars/TRender-1.0.15-1.20.1-forge-SNAPSHOT.jar                    |              | trender                              | TRender                                   | 1.0.15                       | trender.mixins.json, trender.refmap.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
waystones-forge-1.20.1-14.1.20.jar                                             |              | waystones                            | Waystones                                 | 14.1.20                      | waystones.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                        | cde06d0f1e9042fb2e0b536a4d2c5443d129dd51 | 2729876076     
weaponmaster_ydm-forge-1.20.1-4.2.3.jar                                        |              | weaponmaster_ydm                     | YDM's Weapon Master                       | 4.2.3                        | weaponmaster_ydm.mixins.refmap.json, weaponmaster_ydm.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                            | 9fe819dc110461f55909dabbed73e4fe3bdde158 | 4255693599     
wits-1.1.1+1.20.1-forge.jar                                                    |              | wits                                 | WITS                                      | 1.1.1+1.20.1-forge           | wits-common.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | 1553b7c5fd9e954dc2ffc4be4d51e147905a1757 | 2785780302     
xaerominimap-forge-1.20.1-26.2.0.jar                                           |              | xaerominimap                         | Xaero's Minimap                           | 26.2.0                       | xaerohud.forge.mixins.json, xaerohud.mixins.json, xaerominimap.mixins.json, xaerominimap.forge.mixins.json                                                                                                                                                                                                                                                                                                                                                                                   | f8368d4a9240c02ed7355cdead43e31ec0f3c1f4 | 761487974      
    /META-INF/jarjar/xaerolib-forge-1.20.1-1.5.0.jar                           |              | xaerolib                             | XaeroLib                                  | 1.5.0                        | xaerolib.mixins.json, xaerolib.forge.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                             |                                          |                
xaeroworldmap-forge-1.20.1-1.42.0.jar                                          |              | xaeroworldmap                        | Xaero's World Map                         | 1.42.0                       | xaeroworldmap.forge.mixins.json, xaeroworldmap.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                   | e15c0ab067a92b64d8cb1952fa0d8e9e1342a2c4 | 3812594463     
